Index,Agency Abbreviation,Agency Name,QuestionID,Full Question Text,Tags
497,PMA,President's Management Agenda,PMA 497,How can the Federal Government enhance the public’s trust?,"Operationally-Focused, PMA - Customer Experience & Service Delivery, PMA - Business of Government"
498,PMA,President's Management Agenda,PMA 498,What methods effectively measure trust in a public service environment? How and when can customer feedback on their trust in Government be most useful and accurate?,"Operationally-Focused, PMA - Customer Experience & Service Delivery"
499,PMA,President's Management Agenda,PMA 499,How  can agencies effectively share and use customer experience data and program results to promote trust with the public?,"Operationally-Focused, PMA - Customer Experience & Service Delivery, Data Related"
500,PMA,President's Management Agenda,PMA 500,"How do various touch points between a person and Government services affect trust in Government? To what degree is trust impacted by speed (e.g., short hold times for a phone call), transparency (e.g., open data with accessible dashboards), or knowledgeable service (e.g., staff with expertise to solve a problem)? In those contexts, how do different modes or styles of communication (e.g., live chat, in person, over the phone) affect trust? What  types of choices in design and wording throughout service experiences promote inclusivity, and reduce stigma or other psychological barriers in program delivery?","Operationally-Focused, PMA - Customer Experience & Service Delivery, Equity, Social Services"
501,PMA,President's Management Agenda,PMA 501,"What  communications strategies (language, channels, frequency) are effective for building trust? What type of transparency and accountability efforts have been effective at building trust? Who are these efforts currently reaching and who do they need to reach to be effective? Does transparency itself increase public trust?","Operationally-Focused, PMA - Customer Experience & Service Delivery"
502,PMA,President's Management Agenda,PMA 502,"How can equity be advanced in the design, delivery, and evaluation of Federal services?","Operationally-Focused, PMA - Customer Experience & Service Delivery, PMA - Business of Government, Equity"
503,PMA,President's Management Agenda,PMA 503,"What  approaches effectively improve equitable distribution of grants, loans, or other time-sensitive Federal funding and benefits programs from enacted laws (such as the CARES Act, the American Rescue Plan Act, or the Infrastructure Investment and Jobs Act) or in response to disasters, climate-related crises, or public health emergencies? What lessons were learned from the public health and economic crises of the pandemic that can inform the development of future Federal programs that are both responsive to a crisis and deliver equitable outcomes?","Operationally-Focused, PMA - Business of Government, Equity, Pandemic Response, Grant Programs & Administration"
504,PMA,President's Management Agenda,PMA 504,"What  strategies effectively remove barriers to awareness of, access to, and delivery of Federal services, particularly for historically underserved individuals or populations?","Operationally-Focused, PMA - Customer Experience & Service Delivery, PMA - Business of Government, Equity"
505,PMA,President's Management Agenda,PMA 505,"What characteristics of Government procurement, grants, or contracting structures make them effective for reaching underserved communities or businesses owned by historically excluded groups?","Operationally-Focused, PMA - Business of Government, Equity, Grant Programs & Administration"
506,PMA,President's Management Agenda,PMA 506,What  approaches to data collection and analysis could improve understanding about service utilization among underserved populations?,"Operationally-Focused, PMA - Business of Government, Equity, Social Services, Data Related"
507,PMA,President's Management Agenda,PMA 507,What organizational tools and management structures advance equity?,"Operationally-Focused, PMA - Business of Government, Equity"
508,PMA,President's Management Agenda,PMA 508,"What management structures, tools, or trainings for Government employees effectively improve equity outcomes in an agency’s operations and mission? Does changing decision making structures to include equity-focused practices promote more equitable outcomes?","Operationally-Focused, PMA - Business of Government, Equity"
509,PMA,President's Management Agenda,PMA 509,What approaches to equity assessments result in Federal agencies improving equity in the outcomes of their work?,"Operationally-Focused, PMA - Business of Government, Equity"
510,PMA,President's Management Agenda,PMA 510,What larger organizational changes in agencies are needed to identify and address underlying barriers to advancing equity?,"Operationally-Focused, PMA - Business of Government, Equity"
511,PMA,President's Management Agenda,PMA 511,"If  agencies engage with traditionally underrepresented stakeholders at the outset when key decisions are made, does that early engagement affect outcomes and intended impact (e.g., including those whom programs are meant to serve at an earlier stage in the design process or during the definition of eligibility criteria)?","Operationally-Focused, PMA - Business of Government, Equity"
512,PMA,President's Management Agenda,PMA 512,What are effective approaches that agencies can take in managing the business of Government to address barriers that have hindered equal opportunity?,"Operationally-Focused, PMA - Business of Government, Equity"
513,SBA,Small Business Administration,SBA 513,"How can the SBA increase the use of its export programs, and what barriers could be removed to increase small business exporting?","Mission-Focused, PMA - Customer Experience & Service Delivery, Economic Development"
514,SBA,Small Business Administration,SBA 514,"How can the SBA increase use of its disaster loan mitigation increase option and prepare for future, more frequent disasters?","Mission-Focused, Climate Change, Disaster Response & Recovery"
515,SBA,Small Business Administration,SBA 515,How can the SBA improve the experience of both its internal and external customers through technology modernization?,"Mission-Focused, Operationally-Focused, PMA - Customer Experience & Service Delivery"
516,SBA,Small Business Administration,SBA 516,"What recruitment flexibilities and strategies (e.g., remote workers) can best promote equity, diversity, inclusion, and engagement, and how can these flexibilities be leveraged to create a competitive advantage?","Operationally-Focused, PMA - Federal Workforce, Equity, DEIA, Future of Work"
517,SBA,Small Business Administration,SBA 517,How can the SBA leverage new technology and cybersecurity tools to mitigate security threats and prevent fraud?,"Operationally-Focused, Cybersecurity"
518,SBA,Small Business Administration,SBA 518,"How can the SBA increase awareness of, ease of access to, and improved outcomes for its programs across the entire demographic makeup of its customer base?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity"
519,SBA,Small Business Administration,SBA 519,"How will emerging workforce trends and new technologies (e.g., AI, New Pay through Shared Services, telework) impact the SBA's human capital needs?","Operationally-Focused, PMA - Federal Workforce, DEIA, Future of Work"
520,SBA,Small Business Administration,SBA 520,"To what extent do small businesses have emerging capital needs as they adapt to, recover from, and grow after the COVID-19 pandemic? If businesses have emerging needs, what are they?","Mission-Focused, Pandemic Response, Economic Development"
521,SBA,Small Business Administration,SBA 521,"How does SBA technical assistance impact small business performance, and how can firms be better prepared to successfully participate and compete in the federal marketplace?","Mission-Focused, PMA - Customer Experience & Service Delivery, PMA - Business of Government"
522,SBA,Small Business Administration,SBA 522,"How has the decline in small business exporters affected different demographic groups, geographic communities, and industries, and how can the SBA address this decline through its programs?","Mission-Focused, Equity, Economic Development"
523,SBA,Small Business Administration,SBA 523,"Are there barriers that prevent underserved small businesses from accessing SBA programs, and if so, how can the SBA address these barriers to increase equitable distribution of services?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity"
524,SBA,Small Business Administration,SBA 524,"Does the SBIC program help small businesses grow, and does this vary for underserved small businesses?","Mission-Focused, Equity, Economic Development"
525,SBA,Small Business Administration,SBA 525,How can the SBA minimize fraud and manage fraud risk within its programs?,"Mission-Focused, Operationally-Focused, PMA - Business of Government"
526,SBA,Small Business Administration,SBA 526,"How can the SBA recruit, train, and retain a diverse, inclusive, and engaged workforce with the right skills to meet the Agency’s mission requirements?","Operationally-Focused, PMA - Federal Workforce, Equity, DEIA"
527,SBA,Small Business Administration,SBA 527,How can the SBA develop the current workforce to adapt and respond to emerging needs?,"Operationally-Focused, PMA - Federal Workforce, Future of Work"
528,SBA,Small Business Administration,SBA 528,"What policies, technologies, or best practices should the SBA implement to help small businesses recover and adapt to a post-COVID-19 environment?","Mission-Focused, Pandemic Response, Economic Development"
529,SBA,Small Business Administration,SBA 529,"How do SBA disaster assistance loans contribute to post-disaster individual, business, and community rebuilding?","Mission-Focused, Climate Change, Economic Development, Disaster Response & Recovery"
530,SBA,Small Business Administration,SBA 530,"What are the business outcomes (including access to capital/financing) and impacts of the SBA’s counseling, training, and outreach programs and services?","Mission-Focused, PMA - Customer Experience & Service Delivery, Economic Development"
531,SBA,Small Business Administration,SBA 531,What best practices in customer-centric design and delivery of government programs could the SBA integrate into its program delivery?,"Mission-Focused, PMA - Customer Experience & Service Delivery"
532,SBA,Small Business Administration,SBA 532,"What effects did the SBA’s pandemic recovery programs have on small business outcomes (e.g. survival, employee retention, revenue and sales parity, etc.), and how did these vary by industry, geography, and owner demographics?","Mission-Focused, Equity, Pandemic Response, Economic Development"
533,SBA,Small Business Administration,SBA 533,"How can the SBA support program efforts to increase equitable access to its services (e.g., by reducing paperwork requirements, streamlining forms, leveraging data, etc.)?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity"
534,SBA,Small Business Administration,SBA 534,How can the SBA advance equitable contracting policies and streamline small business certification in order to help more underserved small businesses win federal contracts?,"Mission-Focused, PMA - Customer Experience & Service Delivery, PMA - Business of Government, Equity"
535,SBA,Small Business Administration,SBA 535,How can the SBA best increase response rates and data quality for the demographic data it collects to develop optimal policies and strategies to support underserved small businesses?,"Mission-Focused, Operationally-Focused, Equity, Data Related"
536,SBA,Small Business Administration,SBA 536,How can the SBA broaden its lender base and keep lenders that have only participated in the PPP engaged with diverse small businesses?,"Mission-Focused, PMA - Customer Experience & Service Delivery, Equity, Pandemic Response"
537,SBA,Small Business Administration,SBA 537,"How do SBA customers feel about their experience with SBA programs and services, and how can the SBA improve this experience, especially for small businesses that are underserved?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity"
538,SBA,Small Business Administration,SBA 538,"What effects do SBA export programs have on small business job creation, revenue, salaries, and diversity of exporting firms, and what aspects of export programs cause these effects?","Mission-Focused, Economic Development"
539,SBA,Small Business Administration,SBA 539,"What factors have caused the downward trend in the number of small businesses receiving prime contract awards, and how can the SBA reverse this trend?","Mission-Focused, PMA - Business of Government"
540,SBA,Small Business Administration,SBA 540,"How can the SBA’s counseling, training, and outreach programs and services best contribute to the development of an equitable entrepreneurial ecosystem?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity, Economic Development"
541,SBA,Small Business Administration,SBA 541,"How do participant outcomes and experiences differ for new community-based programs (e.g., the Community Navigator program), and what strategies from these programs can be adopted to promote equity in the SBA’s other training and counseling programs?","Mission-Focused, Equity"
542,SBA,Small Business Administration,SBA 542,"What needs do underserved entrepreneurs have when starting STEM-focused small businesses, and how can the SBA best support them?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity, Economic Development"
543,SBA,Small Business Administration,SBA 543,"What impact does lending have on job creation, revenue growth, export sales, and additional capital growth, how do these impacts vary by business owner demographics, and what factors are responsible for these observed impacts?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity, Economic Development"
544,SBA,Small Business Administration,SBA 544,"What is the demographic and geographic makeup of the SBA’s program participants, how does this compare to the eligible population, and which underserved small businesses can the SBA better serve through its programs?","Mission-Focused, Equity"
545,SSA,Social Security Administration,SSA 545,"Does the working-age population have accurate knowledge of the Social Security disability programs, and to what extent does the working-age population’s knowledge, attitudes, and perceptions of the Social Security disability programs influence the decision to pursue benefits?","Mission-Focused, Social Services, Individuals with Disabilities"
546,SSA,Social Security Administration,SSA 546,"To what extent are the Disability Insurance (DI) and Supplemental Security Income (SSI) programs equitably serving and meeting the needs, including return-to-work efforts, of the population that Congress intended these programs to serve?","Mission-Focused, Equity, Future of Work, Individuals with Disabilities"
547,SSA,Social Security Administration,SSA 547,"What are the effects of changes to our communication methods on customer satisfaction, program integrity, and administrative efficiency?","Mission-Focused, PMA - Customer Experience & Service Delivery"
548,SSA,Social Security Administration,SSA 548,"What are the effects of changes to our service delivery methods on the accessibility, use, efficiency, security, and equitable delivery of our services?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity"
549,SSA,Social Security Administration,SSA 549,"To what extent are there systemic barriers to hiring, developing, and advancing a diverse and talented workforce and what are the effects of our Action Plan to mitigate those barriers in support of our goal to build an inclusive, engaged, and empowered workforce?","Operationally-Focused, PMA - Federal Workforce, Equity, DEIA"
550,SSA,Social Security Administration,SSA 550,Does redesigning the Social Security Statement and providing supplemental fact sheets with customized information on Social Security’s programs improve people’s knowledge of the programs and increase the use of internet services?,"Mission-Focused, PMA - Customer Experience & Service Delivery, Social Services"
551,SSA,Social Security Administration,SSA 551,What are the effects of simplifying administrative rules and requirements on reducing the burden on program participants and supporting program integrity?,"Mission-Focused, PMA - Customer Experience & Service Delivery"
552,SSA,Social Security Administration,SSA 552,"What are the key factors that influence the public’s use of our online services, including the services we deliver through my Social Security, and what are the effects of methods to modify these key factors on our customers’ decisions to create my Social accounts and use our online services?","Mission-Focused, PMA - Customer Experience & Service Delivery"
553,SSA,Social Security Administration,SSA 553,"What are the effects of improving collaboration and enhancing data sharing with external agencies on saving citizens time from reporting required information, reducing labor market barriers, improving program solvency projections, improving program administration, and reducing improper payments?","Mission-Focused, PMA - Customer Experience & Service Delivery, Data Related"
554,SSA,Social Security Administration,SSA 554,"What factors contribute to Federal court remands of disability decisions, and what are the effects of modifying relevant factors on the percentage of final decisions that are affirmed upon judicial review?","Mission-Focused, Individuals with Disabilities"
555,DOS,Department of State / United States Agency for International Development,DOS 555,"What policies and practices does the Department need to adopt or enforce to ensure the physical security, readiness, and mobility of our global workforce amid constantly changing circumstances?","Operationally-Focused, PMA - Federal Workforce, Future of Work"
556,DOS,Department of State / United States Agency for International Development,DOS 556,How can the Department better respond to unpredictable international events and emergencies such as global pandemics?,"Mission-Focused, Pandemic Response"
557,DOS,Department of State / United States Agency for International Development,DOS 557,"What are the trend-tracking and forecasting tools, extant research studies, and government, public health, and private industry coordination frameworks the United States needs to address future global or large-scale regional health crises and infectious disease pandemics?","Mission-Focused, Pandemic Response"
558,DOS,Department of State / United States Agency for International Development,DOS 558,"How does the Department adapt existing policies and programs to manage risks to Department personnel and interagency personnel, facilities, and information to facilitate safe and secure conduct of in-person diplomacy, to include the possibility of locations and workspaces outside of U.S. embassies and consulates?","Operationally-Focused, PMA - Federal Workforce"
559,DOS,Department of State / United States Agency for International Development,DOS 559,"What capabilities could maximize human and time resources to protect U.S citizens overseas and abroad while providing superior customer service? How do we equip our staff to improve consular services, through greater efficiency, improved customer experience, and/or reduced backlogs?","Mission-Focused, Operationally-Focused, PMA - Customer Experience & Service Delivery"
560,DOS,Department of State / United States Agency for International Development,DOS 560,How can the Department more effectively analyze and manage risks to a safe and secure working environment for staff and partners?,"Operationally-Focused, PMA - Federal Workforce, Future of Work"
561,DOS,Department of State / United States Agency for International Development,DOS 561,"Based on the answers to sub-questions 1-2, what diplomatic and programmatic responses should the Department implement, what tools or skills does the Department need to develop, strengthen, or share?","Mission-Focused, Operationally-Focused, National Security"
562,DOS,Department of State / United States Agency for International Development,DOS 562,"How can the United States better coordinate and lead global efforts to anticipate and mitigate the impact of complex crises in a timely manner, including by ensuring development and humanitarian coherence and accountability to recipients of aid?",Mission-Focused
563,DOS,Department of State / United States Agency for International Development,DOS 563,"What measures can the Department take against state and non-state actors who spread disinformation that harms the security and prosperity of the United States, and which of these measures is likely to be most effective based on available evidence?","Mission-Focused, National Security"
564,DOS,Department of State / United States Agency for International Development,DOS 564,"What are leading practices from other federal agencies, international organizations, NGOs, and/or the private sector in performance management and evaluation which could be applied to the Department to enable data-informed decision-making?","Operationally-Focused, PMA - Customer Experience & Service Delivery, PMA - Business of Government"
565,DOS,Department of State / United States Agency for International Development,DOS 565,What capabilities does the State Department need to be prepared to respond to a crisis resulting from the novel use of new and emerging technologies by a state and/or non-state actor?,"Mission-Focused, Cybersecurity"
566,DOS,Department of State / United States Agency for International Development,DOS 566,"Based on the answers to sub-questions 1-2-3, how do we optimize the Department’s institutional frameworks for internal and external coordination to implement these measures?","Mission-Focused, Operationally-Focused, National Security"
567,DOS,Department of State / United States Agency for International Development,DOS 567,"To what extent are current interactions effective in keeping U.S. citizens who travel, live, and work abroad informed about safety and security issues?","Mission-Focused, Operationally-Focused"
568,DOS,Department of State / United States Agency for International Development,DOS 568,How should the Department confront the rise of global disinformation and its negative effects on the security and prosperity of the United States?,"Mission-Focused, National Security"
569,DOS,Department of State / United States Agency for International Development,DOS 569,"Beyond measures against actors who spread disinformation, what other measures can the Department take to limit the spread of disinformation and to shape the broader information environment in ways that mitigate disinformation’s negative effects on the security and prosperity of the United States? Which of these measures is likely to be most effective based on available evidence?","Mission-Focused, National Security"
570,DOS,Department of State / United States Agency for International Development,DOS 570,How can the State Department improve the effectiveness of its diplomatic interventions to better advance foreign policy objectives?,Mission-Focused
571,DOS,Department of State / United States Agency for International Development,DOS 571,How can the Department utilize performance management and evaluation data and data systems to improve decision-making?,"Operationally-Focused, Data Related"
572,DOS,Department of State / United States Agency for International Development,DOS 572,How can the Department’s tools best address the climate crisis?,"Mission-Focused, Climate Change"
573,DOS,Department of State / United States Agency for International Development,DOS 573,What cost-effective measures to reduce carbon emissions from the Department’s operations can serve as models for other governments and demonstrate U.S. commitment to reducing emissions?,"Mission-Focused, Climate Change"
574,DOS,Department of State / United States Agency for International Development,DOS 574,How can bureaus and posts improve their ability to measure and track the effectiveness of diplomatic engagements to promote equity for underserved and underrepresented communities?,"Mission-Focused, Operationally-Focused, Equity"
575,DOS,Department of State / United States Agency for International Development,DOS 575,How widely used are data systems across the Department as part of performance management and evaluation activities that inform operational and policy decisions?,"Operationally-Focused, Data Related"
576,DOS,Department of State / United States Agency for International Development,DOS 576,"How do organizational units in the Department integrate performance management data and evaluation and analytics into their decision-making, and has this integration been successful?","Operationally-Focused, Data Related"
577,DOS,Department of State / United States Agency for International Development,DOS 577,How can the Department improve the effectiveness and sustainability of its foreign assistance efforts?,Mission-Focused
578,DOS,Department of State / United States Agency for International Development,DOS 578,"What are senior leaders’ expectations and best practices for using performance management and evaluation data and data systems, in decision-making?",Operationally-Focused
579,DOS,Department of State / United States Agency for International Development,DOS 579,"How can the Department balance customer service expectations with national security and cost-effectiveness to provide a better customer service experience to U.S. citizens, and to foreign nationals seeking visas?","Mission-Focused, PMA - Customer Experience & Service Delivery, National Security"
580,DOS,Department of State / United States Agency for International Development,DOS 580,"How do we measure whether we are responding to, and managing the expectations, of U.S. citizens overseas and others seeking services in a secure, efficient, and timely manner?","Mission-Focused, Operationally-Focused, PMA - Customer Experience & Service Delivery"
581,DOS,Department of State / United States Agency for International Development,DOS 581,How can bureaus and posts optimize the full range of public diplomacy tools to advance foreign policy objectives?,Mission-Focused
582,DOS,Department of State / United States Agency for International Development,DOS 582,How can bureaus and posts optimize public/private partnerships to better advance U.S. national interests?,"Mission-Focused, Operationally-Focused"
583,DOS,Department of State / United States Agency for International Development,DOS 583,How is the Department adapting to current and projected climate hazards?,"Mission-Focused, Climate Change"
584,DOS,Department of State / United States Agency for International Development,DOS 584,Which diplomatic and programmatic interventions have the greatest impact on decisions/commitments by government and private sector actors to reduce emissions?,"Mission-Focused, Climate Change"
585,DOS,Department of State / United States Agency for International Development,DOS 585,How can the Department and interagency prioritize and effectively respond to the climate adaptation and resilience needs of vulnerable countries and marginalized populations?,"Mission-Focused, Equity, Climate Change"
586,DOS,Department of State / United States Agency for International Development,DOS 586,"What policies and practices can be most effective in strengthening the role of underserved and underrepresented groups—at the intersections of race, ethnicity, religion, sex, gender, ability, and age—in the formulation and implementation of foreign assistance programs?","Mission-Focused, Equity"
587,DOS,Department of State / United States Agency for International Development,DOS 587,What types of U.S. economic assistance have made a sustainable impact in a partner's economic development between 2014 and 2019? Where and under what conditions?,"Mission-Focused, Economic Development"
588,DOS,Department of State / United States Agency for International Development,DOS 588,"How can bureaus and posts improve their ability to measure and track the effectiveness of senior leader diplomatic engagement – at the Secretary, Deputy Secretary, and Ambassadorial levels – in advance U.S. foreign policy objectives?",Operationally-Focused
589,DOS,Department of State / United States Agency for International Development,DOS 589,Which diplomatic interventions in multilateral fora are effective for achieving targeted U.S. foreign policy objectives?,Mission-Focused
590,DOS,Department of State / United States Agency for International Development,DOS 590,"Where and under what conditions has the State Department’s foreign assistance led to short-term gains and longer-term effects in democracy, rights, and governance? What types of approaches have had lasting impacts and could be replicated or refined in future foreign assistance strategies and programming?",Mission-Focused
591,DOS,Department of State / United States Agency for International Development,DOS 591,"What factors have contributed to the success or shortcomings of Department efforts to help partners advance the capacity, accountability, and professionalism of their security forces? How can the Department improve the effectiveness of its security sector assistance?","Mission-Focused, National Security"
592,USDT,Department of the Treasury,USDT 592,How can Treasury most effectively build capacity and climate literacy for climate adaption and sustainable operations?,"Mission-Focused, Climate Change"
593,USDT,Department of the Treasury,USDT 593,How can Treasury strengthen its situational awareness of cybersecurity threats in the financial sector and encourage greater industry participation in the Office of Cybersecurity and Critical Infrastructure Protection (OCCIP) initiatives?,"Mission-Focused, Infrastructure, Cybersecurity"
594,USDT,Department of the Treasury,USDT 594,How does Treasury ensure climate policies protect communities disproportionately impacted by climate-related risk?,"Mission-Focused, Equity, Climate Change"
595,USDT,Department of the Treasury,USDT 595,"How can Treasury improve the delivery of government payments to hard-to-reach populations (e.g., unbanked)?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity"
596,USDT,Department of the Treasury,USDT 596,How can Treasury increase representation with respect to its public-facing call-center workforce?,"Operationally-Focused, PMA - Federal Workforce, Equity, DEIA"
597,USDT,Department of the Treasury,USDT 597,"How does the CDFI Fund impact and boost investments in low-income communities in the long term, including Persistent Poverty Counties?","Mission-Focused, Equity"
598,USDT,Department of the Treasury,USDT 598,To what extent are American Rescue Plan (ARP) programs being implemented equitably?,"Mission-Focused, Equity, Pandemic Response"
599,USDT,Department of the Treasury,USDT 599,What are strategies to reduce the cost of production or preservation of affordable housing while still making it high quality and resilient to climate change?,"Mission-Focused, Climate Change, Housing"
600,USDT,Department of the Treasury,USDT 600,"What are the impacts and/or outcomes of the Emergency Capital Investment Program, Rapid Response Program, and Minority Lending Programs on Community Financial Development Institutions (CDFIs) or minority depository institutions (MDIs)?","Mission-Focused, Equity"
601,USDT,Department of the Treasury,USDT 601,What additional data and analytical methods could be used to improve the monitoring of cyclical vulnerabilities?,"Mission-Focused, Data Related"
602,USDT,Department of the Treasury,USDT 602,"What are effective strategies for serving hard to reach customers, particularly those who lack access to reliable internet, banks/financial institutions, and the credentials required to verify their digital identity?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity"
603,USDT,Department of the Treasury,USDT 603,"How are our customers’ needs changing, how are employee needs changing, and how do you foster innovation and collaboration in a hybrid organization?","Operationally-Focused, PMA - Federal Workforce, PMA - Customer Experience & Service Delivery, Future of Work"
604,USDT,Department of the Treasury,USDT 604,How can the IRS/TTB address taxpayer needs and preferences to deliver a better taxpayer experience?,"Mission-Focused, PMA - Customer Experience & Service Delivery"
605,USDT,Department of the Treasury,USDT 605,"How is Treasury currently using artificial intelligence, machine learning models, and alternative data in financial services (e.g., underwriting) and what further guidance, oversight, or regulation might be necessary to enable innovation that better serves and protects consumers?","Mission-Focused, PMA - Customer Experience & Service Delivery"
606,USDT,Department of the Treasury,USDT 606,How will developments in digital assets and other Fintech innovations affect illicit finance threats?,"Mission-Focused, National Security, Cybersecurity"
607,USDT,Department of the Treasury,USDT 607,"How can Treasury improve its analysis of evolving securities markets, and how should it consider various tradeoffs when making recommendations to improve their resiliency?",Mission-Focused
608,USDT,Department of the Treasury,USDT 608,How can Treasury combine its debt portfolio data with disaggregated demographic data to inform equity assessments?,"Operationally-Focused, Equity, Data Related"
609,USDT,Department of the Treasury,USDT 609,To what extent has increased diversity in management and leadership positions influenced organizational performance or improved employees’ sense of inclusion?,"Operationally-Focused, PMA - Federal Workforce, Equity, DEIA"
610,USDT,Department of the Treasury,USDT 610,What are the risks and opportunities regarding the use of technology by financial institutions (regtech) and by the official sector (suptech) to conduct compliance and oversight functions?,Mission-Focused
611,USDT,Department of the Treasury,USDT 611,"What are ways to improve data collection, use, and sharing in order to improve Treasury’s ability to deliver services and make programmatic and policy decisions more equitably?","Mission-Focused, Operationally-Focused, PMA - Customer Experience & Service Delivery, Equity, Data Related"
612,USDT,Department of the Treasury,USDT 612,"What investments does Treasury need to make to address Treasury’s climate vulnerabilities, and how much will it cost?","Mission-Focused, Operationally-Focused, Climate Change"
613,USDT,Department of the Treasury,USDT 613,What is the right beacon metric for measuring customer experience for the department?,"Operationally-Focused, PMA - Customer Experience & Service Delivery"
614,USDT,Department of the Treasury,USDT 614,"How can the IRS/TTB simplify interactions for taxpayers, such as providing more self-service options, improving processes for filing, responding to audit notices or examinations, correcting returns, and remitting payments?","Mission-Focused, Operationally-Focused, PMA - Customer Experience & Service Delivery"
615,USDT,Department of the Treasury,USDT 615,"How can the IRS/TTB (Tax and Trade Bureau) use information reporting, artificial intelligence, data, and advanced analytic techniques to reduce the tax gap, improve compliance, and diminish repeat noncompliance?","Mission-Focused, Data Related"
616,USDT,Department of the Treasury,USDT 616,How can Treasury best measure the effectiveness of its sanctions policies and leverage those insights to design and implement effective sanctions policies in the future?,"Mission-Focused, National Security"
617,USDT,Department of the Treasury,USDT 617,Are there barriers and bias in the tax code prevent equity and fairness in the administration and enforcement of the tax code and access to direct payments?,"Mission-Focused, Equity"
618,USDT,Department of the Treasury,USDT 618,"What is the impact of ARP programs on households, businesses, and governments?","Mission-Focused, Equity, Pandemic Response, Economic Development"
619,USDT,Department of the Treasury,USDT 619,What strategies deployed in the recovery from COVID-19 best prevented evictions and foreclosures? How can we track evictions nationwide?,"Mission-Focused, Equity, Pandemic Response, Housing"
620,USDT,Department of the Treasury,USDT 620,What would be the best way to facilitate cross-Treasury coordination on policy issues that leverages all Treasury tools and authorities to advance national security objectives?,"Mission-Focused, National Security"
621,USDT,Department of the Treasury,USDT 621,To what extent did nonbank financial firms and activities contribute to market stress in March 2020?,Mission-Focused
622,USDT,Department of the Treasury,USDT 622,Which professional communities of interest and organizations should be prioritized for rebuilding climate change expertise?,"Mission-Focused, PMA - Federal Workforce, Climate Change"
623,USAID,United States Agency for International Development,USAID 623,"How can USAID strengthen household, community, and country resilience to climate, conflict, economic, and health shocks, such as COVID-19 and other global pandemic threats?","Mission-Focused, Climate Change, Pandemic Response, Disaster Response & Recovery"
624,USAID,United States Agency for International Development,USAID 624,"How can USAID work with host countries, Interagency colleagues, and other development actors to address systemic corruption through multisectoral approaches?","Mission-Focused, Social Services"
625,USAID,United States Agency for International Development,USAID 625,"How can USAID’s partnerships with the private sector, local and nontraditional partners, and other donors contribute to sustainable development objectives?","Mission-Focused, Operationally-Focused"
626,USAID,United States Agency for International Development,USAID 626,"How can USAID programs and operations mitigate harm to underrepresented and marginalized populations, while promoting equity and inclusion?","Mission-Focused, PMA - Federal Workforce, Equity, DEIA"
627,USAID,United States Agency for International Development,USAID 627,How can USAID better address drivers of migration and forced displacement through evidence-informed decision-making?,"Mission-Focused, Climate Change, Immigration"
628,USAID,United States Agency for International Development,USAID 628,"How can USAID best engage global actors, partner countries, and local leaders to mitigate the climate crisis and support equitable adaptation to its impacts?","Mission-Focused, Climate Change"
629,USAID,United States Agency for International Development,USAID 629,"How can USAID more equitably engage local knowledge, assets, and practices, and align programming with local priorities and metrics for success?","Mission-Focused, Equity, Social Services"
630,USAID,United States Agency for International Development,USAID 630,"How can USAID advance an affirmative, sustainable development approach to mitigate authoritarian or malign influences and actions?",Mission-Focused
631,USAID,United States Agency for International Development,USAID 631,"How can USAID better streamline systems, processes, and resources to meet long-term needs identified by Missions, while enabling flexibility to respond quickly to unexpected shifts in context?","Operationally-Focused, PMA - Customer Experience & Service Delivery"
632,USDA,Department of Agriculture,USDA 632,"How effective are existing Rural Development initiatives (e.g., eliminating unnecessary paperwork, improving stakeholder outreach, providing technical assistance to applicants, etc.) in improving equitable program access to historically disadvantaged and underserved communities?","Mission-Focused, Operationally-Focused, PMA - Customer Experience & Service Delivery, Equity"
633,USDA,Department of Agriculture,USDA 633,To what extent is racial equity incorporated into internal FNS operations and the design and administration of Federal nutrition assistance programs?,"Mission-Focused, Equity, Social Services"
634,USDA,Department of Agriculture,USDA 634,How effective are FNS’s strategies in eliminating barriers to access to nutrition assistance programs?,"Mission-Focused, PMA - Customer Experience & Service Delivery, Public Health, Social Services"
635,USDA,Department of Agriculture,USDA 635,"How can Rural Development more effectively partner and leverage its resources to increase investments in rural communities from other government entities, the private sector, and philanthropies?","Mission-Focused, PMA - Business of Government, Economic Development"
636,USDA,Department of Agriculture,USDA 636,What conservation practices are most effective in delivering climate benefits?,"Mission-Focused, Climate Change, Natural Resources & Environment"
637,USDA,Department of Agriculture,USDA 637,"At the borrower level, what economic factors impact Farm Loan Program demand, delinquencies, and other risks?",Mission-Focused
638,USDA,Department of Agriculture,USDA 638,How effective are FNS programs in addressing the food hardship crisis caused by COVID-19 and supporting the transition to post-pandemic nutrition program operations?,"Mission-Focused, Pandemic Response"
